rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
117,119,0.08242767,0.026711408,0.05290661,0.003951788
118,120,0.08242767,0.0,0.0,0.0
119,121,0.09371776,0.026419125,0.029962284,0.011290088
120,122,0.044074394,0.0043835165,0.099511676,-0.049643368
121,123,0.038669262,0.0034481802,0.052198924,-0.0054051317
122,124,0.07400114,0.0027393233,0.06644844,0.03533188
123,125,0.07400114,0.0,0.0,0.0
124,126,0.056566518,0.0035191027,0.08255217,-0.017434623
125,127,0.07878198,0.0045513646,0.06381475,0.02221546
126,128,0.07878198,0.0,0.0,0.0
127,129,0.082796745,0.0022702247,0.0537908,0.0040147677
128,130,0.082796745,0.0,0.0,0.0
129,131,0.0939364,0.0021696372,0.029998489,0.011139654
130,132,0.056810986,0.0049817027,0.09473582,-0.037125412
131,133,0.07971462,0.0035311845,0.063628726,0.022903632
132,134,0.07971462,0.0,0.0,0.0
133,135,0.08348792,0.002685549,0.052829012,0.0037733018
134,136,0.08348792,0.0,0.0,0.0
135,137,0.09448412,0.0023668276,0.029355112,0.0109962
136,138,0.08729051,0.024500024,0.05575567,-0.00719361
137,139,0.08729051,0.0,0.0,0.0
138,140,0.09813663,0.028100228,0.03494871,0.010846123
139,141,0.10086408,0.020597167,0.05317425,0.002727449
140,142,0.057174187,0.0035696393,0.09259009,-0.043689895
141,143,0.07991312,0.003120582,0.062742,0.02273893
142,144,0.07991312,0.0,0.0,0.0
143,145,0.08373935,0.0021065152,0.053721428,0.0038262308
144,146,0.08373935,0.0,0.0,0.0
145,147,0.09459081,0.0020463048,0.029480062,0.010851465
146,148,0.087695666,0.0024139476,0.05548372,-0.0068951473
147,149,0.087695666,0.0,0.0,0.0
148,150,0.09861005,0.004243847,0.03422339,0.010914385
149,151,0.10085914,0.0018070141,0.053497054,0.0022490919
150,152,0.08838958,0.0025032887,0.05349325,-0.01246956
151,153,0.08838958,0.0,0.0,0.0
152,154,0.098937176,0.0024946784,0.034355726,0.010547593
153,155,0.101511665,0.0021185002,0.05314222,0.0025744885
154,156,0.10444663,0.02293317,0.045347515,0.0029349625
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.03740111,1000000000,0.03740111,0
1,3,0.09006534,0.089123465,0.089123465,0.052664228
2,4,0.041329965,0.03438609,0.09949867,-0.048735373
3,5,0.08919304,0.1036586,0.111502975,0.047863074
4,6,0.0899217,0.024767993,0.024767993,0.00072865933
5,7,0.11674324,0.09693159,0.14936523,0.026821539
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.06476774,1000000000,0.06476774,0
1,3,0.037499838,0.079763554,0.079763554,-0.027267903
2,4,0.09548683,0.086856626,0.11283207,0.05798699
3,5,0.09759435,0.02860841,0.02860841,0.0021075234
4,6,0.04872907,0.040005907,0.0938696,-0.04886528
5,7,0.108029194,0.05980401,0.12157232,0.059300125
6,8,0.1065956,0.0047167903,0.0047167903,-0.001433596
7,9,0.11438403,0.01655447,0.017094828,0.0077884346
8,10,0.121019684,0.042994034,0.042994034,0.006635651
9,11,0.11265347,0.011084293,0.05032231,-0.008366212
10,12,0.11132032,0.00564742,0.00564742,-0.0013331547
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.034207057,1000000000,0.034207057,0
1,3,0.051299058,0.05932358,0.05932358,0.017092
2,4,0.05806587,0.01741044,0.01741044,0.006766811
3,5,0.024824372,0.048393395,0.0544308,-0.033241495
4,6,0.18038005,0.1679872,0.17105198,0.15555568
5,7,0.17847319,0.0130900545,0.0130900545,-0.0019068569
6,8,0.08666788,0.06569686,0.14235514,-0.09180531
7,9,0.09542517,0.07258496,0.072860934,0.008757293
8,10,0.09269153,0.071476154,0.09113201,-0.0027336404
9,11,0.13733666,0.08119483,0.090468,0.044645123
10,12,0.12379275,0.058949202,0.061971337,-0.013543904
11,13,0.15619986,0.050822143,0.06583772,0.032407105
12,14,0.14243357,0.047355648,0.06458187,-0.013766289
13,15,0.15531044,0.030668212,0.030668212,0.012876868
14,16,0.15850893,0.12554191,0.18021251,0.0031984895
15,17,0.15512791,0.019907078,0.019907078,-0.0033810139
16,18,0.028784448,0.017160924,0.1556089,-0.12634346
17,19,0.09486052,0.0046329475,0.103085786,0.06607607
18,20,0.09226439,0.005287181,0.09220882,-0.002596125
19,21,0.13963526,0.027422592,0.09792044,0.047370873
20,22,0.12334617,0.0042727534,0.070865065,-0.016289093
21,23,0.15598251,0.0027511942,0.06610337,0.032636337
22,24,0.14204492,0.0021589857,0.065199025,-0.0139375925
23,25,0.15519105,0.0019275899,0.031153668,0.013146132
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.039683472,1000000000,0.039683472,0
1,3,0.04539499,0.03782217,0.03782217,0.005711518
2,4,0.10310452,0.12056274,0.1278795,0.057709526
3,5,0.10780478,0.032989293,0.032989293,0.004700266
4,6,0.10322305,0.10340965,0.12324126,-0.0045817345
5,7,0.11523928,0.095183626,0.16533883,0.012016229
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.099433385,1000000000,0.099433385,0
1,3,0.112344354,0.054900263,0.054900263,0.01291097
2,4,0.13359684,0.03989469,0.03989469,0.021252483
3,5,0.10697754,0.123975016,0.13149437,-0.0266193
4,6,0.07757476,0.07964242,0.09281977,-0.029402778
5,7,0.10097437,0.049854968,0.06579921,0.023399614
6,8,0.10625621,0.04228066,0.04228066,0.005281836
7,9,0.068084635,0.03914346,0.07655614,-0.038171574
8,10,0.08259839,0.10583245,0.121260285,0.014513753
9,11,0.04880151,0.064316735,0.064316735,-0.033796877
10,12,0.06642566,0.043638047,0.07678842,0.017624147
11,13,0.07915991,0.06504496,0.11476387,0.012734249
12,14,0.093822904,0.05348724,0.05348724,0.014662996
13,15,0.067607775,0.045140214,0.07910027,-0.026215129
14,16,0.09082227,0.056547847,0.07342703,0.023214497
15,17,0.10736456,0.04780435,0.05300699,0.016542286
16,18,0.08115652,0.047408264,0.07715319,-0.026208036
17,19,0.08313841,0.02797567,0.07785008,0.0019818842
18,20,0.11553033,0.06371362,0.08687951,0.03239192
19,21,0.07049884,0.024304643,0.11681613,-0.045031488
20,22,0.11188994,0.039443895,0.090256885,0.041391104
21,23,0.08948449,0.030159453,0.0563754,-0.022405453
22,24,0.11271589,0.039101657,0.04703322,0.023231402
23,25,0.09351527,0.021374213,0.07067606,-0.019200623
24,26,0.12682684,0.04325973,0.086432755,0.03331157
25,27,0.08330079,0.017190997,0.11513707,-0.043526046
26,28,0.12074626,0.039624356,0.08399094,0.03744547
27,29,0.097588845,0.035139866,0.056633115,-0.023157418
28,30,0.12174731,0.039086457,0.04354247,0.024158463
29,31,0.11376956,0.025017118,0.074028805,-0.007977746
30,32,0.09448176,0.025858494,0.051968023,-0.019287802
31,33,0.11596861,0.020775171,0.047907688,0.021486849
32,34,0.12227995,0.021119524,0.03130631,0.006311342
33,35,0.12138938,0.01856201,0.074834846,-0.0008905679
34,36,0.10161976,0.02034787,0.05206883,-0.019769624
35,37,0.124599464,0.01316095,0.042206056,0.022979707
36,38,0.12816687,0.01610756,0.019977286,0.003567405
37,39,0.12689932,0.020432338,0.05640055,-0.0012675524
38,40,0.050238166,0.08204174,0.12320232,-0.076661155
39,41,0.054760385,0.07398262,0.07398262,0.0045222193
40,42,0.07094658,0.045401294,0.045401294,0.016186196
41,43,0.12854148,0.037544552,0.16860546,0.057594903
42,44,0.15099409,0.04133784,0.04133784,0.022452608
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.05247858,1000000000,0.05247858,0
1,3,0.10950167,0.11015974,0.11015974,0.057023086
2,4,0.12864937,0.04979399,0.04979399,0.019147702
3,5,0.10845495,0.104707286,0.11906576,-0.020194419
4,6,0.124636814,0.05154308,0.05154308,0.016181864
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.022273393,1000000000,0.022273393,0
1,3,0.06471787,0.06991456,0.06991456,0.042444475
2,4,0.070685156,0.07394354,0.07591307,0.005967289
3,5,0.08860555,0.06187477,0.06187477,0.017920397
4,6,0.061942965,0.05292279,0.09116097,-0.026662588
5,7,0.06687311,0.017933367,0.06798789,0.004930146
6,8,0.09701983,0.061829202,0.061829202,0.030146718
7,9,0.019561693,0.02199684,0.09296741,-0.077458136
8,10,0.11306544,0.06941936,0.10731708,0.09350374
9,11,0.11937937,0.016355794,0.016355794,0.006313935
10,12,0.13621481,0.112139516,0.12759028,0.016835436
11,13,0.14170796,0.02201537,0.02201537,0.005493149
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.042205136,1000000000,0.042205136,0
1,3,0.052000705,0.028847488,0.028847488,0.009795569
2,4,0.062850386,0.023242757,0.023242757,0.010849681
3,5,0.028091349,0.04933339,0.067534216,-0.034759037
4,6,0.12062164,0.11403597,0.11403597,0.09253029
5,7,0.033322394,0.035356976,0.11886615,-0.08729924
6,8,0.029739859,0.030507637,0.034828715,-0.0035825353
7,9,0.05353138,0.030567694,0.039606575,0.02379152
8,10,0.032583777,0.0433059,0.06207477,-0.020947602
9,11,0.045898873,0.028510522,0.05742905,0.0133150965
10,12,0.05557482,0.031605966,0.031605966,0.009675946
11,13,0.07768,0.078470856,0.0932013,0.02210518
12,14,0.039304648,0.0199134,0.085895225,-0.03837535
13,15,0.084533386,0.04219972,0.074539326,0.04522874
14,16,0.012750227,0.02802723,0.0840197,-0.071783155
15,17,0.018509097,0.013987934,0.013987934,0.0057588704
16,18,0.043778986,0.028754061,0.035811428,0.025269888
17,19,0.06011056,0.03268306,0.03268306,0.016331576
18,20,0.04131731,0.028359966,0.061200142,-0.018793251
19,21,0.05181414,0.0318756,0.0318756,0.010496829
20,22,0.04059295,0.03230965,0.039337534,-0.011221189
21,23,0.057978693,0.026796483,0.049759086,0.017385744
22,24,0.06815581,0.028949123,0.028949123,0.010177117
23,25,0.044211537,0.020059714,0.060795043,-0.023944274
24,26,0.15772662,0.07967108,0.14649604,0.11351508
25,27,0.058656532,0.034668937,0.17081772,-0.09907009
26,28,0.040014215,0.038554337,0.060192324,-0.018642318
27,29,0.07728374,0.04864616,0.07591004,0.037269525
28,30,0.04650455,0.030927762,0.054090936,-0.03077919
29,31,0.06067288,0.014714543,0.039656762,0.01416833
30,32,0.08189014,0.013471983,0.042182256,0.021217264
31,33,0.06608762,0.021714717,0.037626743,-0.015802525
32,34,0.085824236,0.03412013,0.0522778,0.019736618
33,35,0.06271461,0.03649175,0.052188944,-0.02310963
34,36,0.083230846,0.017951524,0.061253443,0.02051624
35,37,0.082497224,0.008561549,0.022998605,-0.0007336214
36,38,0.06733219,0.013674826,0.033061035,-0.015165031
37,39,0.08479217,0.01040972,0.039459605,0.017459974
38,40,0.088751264,0.019749038,0.029109342,0.003959097
39,41,0.084796906,0.008868267,0.027057221,-0.0039543584
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.08598068,1000000000,0.08598068,0
1,3,0.026177453,0.0865684,0.0865684,-0.059803233
2,4,0.059931647,0.065024115,0.065024115,0.033754192
3,5,0.12426965,0.10638574,0.111026354,0.064338
4,6,0.12965639,0.03310742,0.03310742,0.00538674
5,7,0.058561787,0.05140111,0.09878664,-0.0710946
6,8,0.044116102,0.04104351,0.04104351,-0.014445685
7,9,0.057728875,0.031076532,0.05609443,0.013612773
8,10,0.078196436,0.037430063,0.042517472,0.02046756
9,11,0.07525988,0.030530449,0.030530449,-0.002936557
10,12,0.05832806,0.034964927,0.05748576,-0.01693182
11,13,0.079994895,0.035719756,0.043571096,0.021666836
12,14,0.08042889,0.029729245,0.029729245,0.00043399632
13,15,0.08666782,0.04087472,0.06599209,0.00623893
14,16,0.08967815,0.02125578,0.02125578,0.0030103326
15,17,0.1000768,0.03337862,0.035135925,0.010398649
16,18,0.08410743,0.032781523,0.05343506,-0.015969373
17,19,0.088153996,0.021111524,0.021111524,0.004046567
18,20,0.099305786,0.030026548,0.03864741,0.011151791
19,21,0.101007365,0.014835589,0.048756436,0.0017015785
20,22,0.09820818,0.012105632,0.031460997,-0.0027991831
21,23,0.02199202,0.024378132,0.09338044,-0.07621616
22,24,0.10177085,0.04377551,0.09279765,0.07977883
23,25,0.10622969,0.015937684,0.015937684,0.0044588447
24,26,0.09678648,0.09294715,0.12610808,-0.009443216
25,27,0.057448413,0.022808408,0.10749202,-0.039338063
26,28,0.10979464,0.048569407,0.095027454,0.052346226
27,29,0.07861881,0.06854907,0.12266097,-0.03117583
28,30,0.08050175,0.07708963,0.09424269,0.0018829405
29,31,0.08221661,0.013801588,0.013801588,0.0017148629
30,32,0.1169949,0.09149061,0.13252795,0.03477829
31,33,0.109489866,0.0904389,0.16074398,-0.007505037
32,34,0.1138117,0.022274895,0.022274895,0.004321836
33,35,0.17366463,0.14589927,0.15176547,0.059852928
34,36,0.17129901,0.045304585,0.045304585,-0.002365619
35,37,0.04926991,0.016474735,0.1626606,-0.122029096
36,38,0.06731885,0.037735566,0.06511727,0.018048938
37,39,0.08262457,0.045763623,0.046644535,0.01530572
38,40,0.13897093,0.09412222,0.10457414,0.056346357
39,41,0.111739226,0.028329711,0.12749827,-0.0272317
40,42,0.11411584,0.013147936,0.013147936,0.002376616
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.24171866,1000000000,0.24171866,0
1,3,0.16970065,0.15123934,0.15123934,-0.07201801
2,4,0.22955215,0.0330536,0.1337333,0.059851497
3,5,0.18315394,0.062447328,0.08445709,-0.046398208
4,6,0.25891158,0.07101047,0.15102653,0.07575764
5,7,0.21835786,0.08246563,0.15065792,-0.04055372
6,8,0.21234597,0.06423141,0.06423141,-0.0060118884
7,9,0.1830287,0.03721331,0.10639358,-0.029317275
8,10,0.2512877,0.024217863,0.10417045,0.068259
9,11,0.2558802,0.048165023,0.052516792,0.004592508
10,12,0.25740364,0.045837007,0.054752868,0.0015234351
11,13,0.19782975,0.08468093,0.10360849,-0.05957389
12,14,0.21055904,0.018350905,0.10354367,0.012729287
13,15,0.24491295,0.06839551,0.09868557,0.034353912
14,16,0.20482439,0.01939632,0.059079822,-0.040088564
15,17,0.25079697,0.013906136,0.06376585,0.045972586
16,18,0.14548121,0.12283574,0.20601061,-0.10531576
17,19,0.18850902,0.07686716,0.1697842,0.043027803
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.051941175,1000000000,0.051941175,0
1,3,0.2611424,0.26111364,0.26111364,0.20920123
2,4,0.24279153,0.12826692,0.12826692,-0.01835087
3,5,0.2623362,0.12667237,0.13473475,0.019544661
4,6,0.2463349,0.039574258,0.13916925,-0.016001299
5,7,0.20569557,0.15582988,0.15582988,-0.040639326
6,8,0.1920396,0.14508633,0.14508633,-0.013655975
7,9,0.19312645,0.07276449,0.07276449,0.0010868609
8,10,0.26711547,0.10407862,0.1709291,0.07398902
9,11,0.11639818,0.10396948,0.22010465,-0.15071729
10,12,0.26482677,0.09809136,0.20946309,0.14842859
11,13,0.26482677,0.0,0.0,0.0
12,14,0.28395605,0.034585897,0.034585897,0.019129276
13,15,0.26428634,0.027952269,0.046017468,-0.019669712
14,16,0.28342593,0.02762202,0.037666406,0.019139588
15,17,0.20804742,0.03989698,0.21253267,-0.07537851
16,18,0.2143909,0.025993278,0.025993278,0.006343484
17,19,0.21970454,0.015500158,0.015500158,0.005313635
18,20,0.20533209,0.04733391,0.05642553,-0.014372453
19,21,0.21709286,0.027520636,0.05228017,0.011760771
20,22,0.21161386,0.017984292,0.041755788,-0.005478993
21,23,0.1395699,0.076222934,0.1611892,-0.07204397
22,24,0.22876713,0.045093805,0.16918913,0.08919723
23,25,0.20771654,0.02769446,0.07348264,-0.021050587
24,26,0.21238124,0.0138294855,0.0138294855,0.004664704
25,27,0.25684878,0.073410764,0.22764447,0.04446754
26,28,0.29151067,0.066758506,0.17247425,0.03466189
27,29,0.21839416,0.022816911,0.21230663,-0.07311651
28,30,0.23584801,0.08964822,0.090156354,0.01745385
29,31,0.22547384,0.055847745,0.055847745,-0.0103741735
30,32,0.21543732,0.073273465,0.11190032,-0.010036513
31,33,0.20675918,0.06045918,0.18202287,-0.008678138
32,34,0.24524638,0.046790443,0.15877795,0.038487196
33,35,0.21825208,0.041906636,0.11754154,-0.026994303
34,36,0.22225238,0.06493895,0.07816261,0.004000306
35,37,0.26824123,0.024241084,0.15412472,0.045988843
36,38,0.046915818,0.043946493,0.26779485,-0.22132541
37,39,0.2580908,0.04080636,0.25297034,0.21117498
38,40,0.19194905,0.03787062,0.12481707,-0.06614174
39,41,0.24838418,0.027983645,0.13760544,0.056435123
40,42,0.28334475,0.04905099,0.14971994,0.034960568
41,43,0.26272747,0.083420955,0.1554488,-0.020617276
42,44,0.29344124,0.049779277,0.1593071,0.030713767
43,45,0.23288894,0.0874763,0.114740126,-0.0605523
44,46,0.22722471,0.025447266,0.13323647,-0.0056642294
45,47,0.27446342,0.068381205,0.13541846,0.047238708
46,48,0.26715946,0.025070252,0.1275086,-0.007303953
47,49,0.23899156,0.022374947,0.13284007,-0.028167903
48,50,0.28065,0.018943306,0.06773263,0.04165843
49,51,0.21151096,0.06695138,0.16322115,-0.06913903
50,52,0.21035074,0.047445152,0.17267428,-0.0011602193
51,53,0.16940702,0.10034771,0.18885767,-0.040943712
52,55,0.1575863,0.08632078,0.13852265,-0.011820719
53,60,0.13613194,0.037720945,0.078814104,-0.021454364
54,68,0.21017034,0.052271668,0.16592185,0.0740384
55,69,0.06445865,0.06875275,0.18135557,-0.14571169
56,70,0.21812688,0.026697733,0.18569346,0.15366822
57,71,0.2599149,0.05324015,0.16505262,0.041788027
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.10202159,1000000000,0.10202159,0
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.029478457,1000000000,0.029478457,0
1,3,0.099442825,0.08942006,0.08942006,0.069964364
2,4,0.061958738,0.061975095,0.09122801,-0.037484087
3,5,0.087054275,0.08839724,0.093850695,0.025095537
4,6,0.10724465,0.056481667,0.056481667,0.020190373
5,7,0.10004822,0.0493549,0.06700135,-0.0071964264
6,8,0.04428816,0.05098648,0.10435851,-0.055760063
7,9,0.06884376,0.042877402,0.042877402,0.024555601
8,10,0.08808181,0.09269342,0.12184505,0.019238047
9,11,0.10432166,0.063338,0.14329854,0.016239852
10,12,0.15946311,0.112553015,0.13970497,0.05514145
11,13,0.16227439,0.02106709,0.02106709,0.0028112829
12,14,0.071111865,0.07281409,0.15798017,-0.091162525
13,15,0.08566148,0.043639213,0.043639213,0.014549613
14,16,0.07565035,0.0623027,0.075058766,-0.010011129
15,17,0.08973917,0.042665597,0.042665597,0.014088824
16,18,0.09773227,0.053676464,0.08228972,0.007993095
17,19,0.11259884,0.04099576,0.04099576,0.014866568
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.14095832,1000000000,0.14095832,0
1,3,0.11326172,0.09364761,0.09364761,-0.027696602
2,4,0.022986809,0.11764572,0.11764572,-0.090274915
3,5,0.11493927,0.010913865,0.1175218,0.091952465
4,6,0.11589966,0.008117394,0.008117394,0.0009603873
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.10435381,1000000000,0.10435381,0
rank,src_id,norm1,min_vector_similarity,neighbor_vector_similarity,neighbor_similarity_diff
0,2,0.022730274,1000000000,0.022730274,0
1,3,0.03841225,0.037295084,0.037295084,0.015681976
2,4,0.09585684,0.08885254,0.10678235,0.057444587
3,5,0.029869266,0.023911288,0.08893759,-0.06598757
4,6,0.09978788,0.02047919,0.088775076,0.06991862
5,7,0.055506706,0.043169826,0.068160556,-0.044281177
6,8,0.08088115,0.03316847,0.03316847,0.025374442
7,9,0.037368476,0.027753996,0.08748798,-0.043512672
8,10,0.09094556,0.029487245,0.09367465,0.05357708
9,11,0.06311237,0.029757809,0.051869217,-0.027833186
10,12,0.082594775,0.031044658,0.03202356,0.019482404
11,13,0.09473453,0.024555419,0.024555419,0.0121397525
12,14,0.098285094,0.033444475,0.061875444,0.0035505667
13,15,0.105905026,0.02391181,0.02391181,0.0076199323
14,16,0.11279451,0.021695133,0.021695133,0.006889485
15,17,0.07675126,0.08404545,0.14054002,-0.03604325
16,18,0.031867024,0.036116954,0.08139783,-0.04488424
17,19,0.065949835,0.023993254,0.050530005,0.03408281
18,20,0.08205644,0.029909065,0.09556947,0.016106606
19,21,0.095999524,0.052966364,0.052966364,0.013943084
20,22,0.06515651,0.017610662,0.07399357,-0.030843012
21,23,0.0952833,0.014375692,0.073079236,0.030126788
22,24,0.08813055,0.022872554,0.08488135,-0.007152751
23,25,0.007464098,0.02233578,0.083122425,-0.08066645
24,26,0.054465827,0.0212912,0.050468925,0.047001727
25,27,0.10276313,0.04709795,0.06765358,0.048297305
26,28,0.09216535,0.018742383,0.018742383,-0.01059778
27,29,0.056091167,0.0038084132,0.055619583,-0.036074184
28,30,0.1032406,0.0028231565,0.06679748,0.047149435
29,31,0.09292628,0.003046443,0.018610625,-0.010314323
30,32,0.10584539,0.024903534,0.024903534,0.012919113
31,33,0.101869255,0.008984151,0.008984151,-0.0039761364
32,34,0.11643363,0.018227678,0.031723216,0.014564373
33,35,0.105983704,0.002417267,0.030774565,-0.010449924
34,36,0.10211448,0.0024523127,0.008880851,-0.0038692206
35,37,0.11638745,0.0024349221,0.031391386,0.0142729655
36,38,0.11319318,0.009764484,0.029427744,-0.0031942725
37,39,0.113222,0.0023350418,0.0023350418,2.8826296e-05
38,40,0.11310113,0.03643543,0.053692818,-0.00012087077
39,41,0.13283104,0.06717875,0.071667954,0.019729905
40,42,0.11106644,0.025492657,0.07494333,-0.021764599
41,43,0.13128611,0.021349922,0.07143671,0.020219676
42,44,0.08262332,0.02557867,0.09990964,-0.048662797
43,45,0.087555744,0.021619596,0.021619596,0.004932426
44,46,0.11382146,0.033744037,0.051649075,0.026265718
45,47,0.11539232,0.019496594,0.019496594,0.0015708581
46,48,0.069832236,0.046073414,0.0661728,-0.045560084
47,49,0.060825974,0.038957864,0.04614555,-0.009006262
48,50,0.08287483,0.0320741,0.03291465,0.022048853
49,51,0.117491566,0.10532055,0.11179732,0.03461674
50,52,0.02552428,0.015469046,0.11998994,-0.091967285
51,53,0.12039143,0.024316272,0.11781086,0.09486715
52,54,0.121571735,0.019398995,0.019398995,0.0011803061
53,55,0.051999163,0.022840086,0.118667334,-0.06957257
54,56,0.12654757,0.021905648,0.116618164,0.07454841
55,57,0.077072375,0.009560853,0.12989025,-0.0494752
56,58,0.03961867,0.02732918,0.0702309,-0.037453704
57,59,0.08262522,0.0073720226,0.07040409,0.043006547
58,60,0.085749604,0.009932451,0.021477988,0.003124386
59,61,0.053135462,0.02210587,0.07699258,-0.03261414
60,62,0.09001241,0.008629098,0.073205866,0.036876947
61,63,0.079153374,0.03237048,0.07876554,-0.010859035
62,64,0.04683035,0.020697264,0.09201646,-0.032323025
63,65,0.098285094,0.0,0.11258817,0.051454745
64,66,0.11353908,0.027876249,0.03792068,0.015253983
65,67,0.11815232,0.019730786,0.019730786,0.004613243
66,68,0.10405802,0.012733664,0.058850225,-0.014094301
67,69,0.05490614,0.055973973,0.11753752,-0.04915188
68,70,0.10127678,0.07513831,0.11092702,0.046370637
69,71,0.105440356,0.08482551,0.14072852,0.004163578
70,72,0.10322555,0.009344864,0.009344864,-0.0022148043
71,73,0.031719655,0.028293496,0.10010161,-0.0715059
72,74,0.085141,0.041699987,0.06887177,0.05342135
73,75,0.05773413,0.04662991,0.060629964,-0.027406871
74,76,0.089967914,0.013910433,0.06437329,0.032233782
75,77,0.06933475,0.02886527,0.047423434,-0.020633161
76,78,0.1015853,0.024651973,0.050021295,0.032250546
77,79,0.10495551,0.012703422,0.012703422,0.0033702105
78,80,0.10309907,0.06791962,0.09255731,-0.0018564388
79,81,0.10282518,0.007817207,0.007817207,-0.0002738908
80,82,0.047809627,0.03898538,0.099477336,-0.055015553
81,83,0.07370993,0.03458648,0.060590558,0.0259003
82,84,0.08444304,0.037820403,0.037820403,0.010733113
83,85,0.030073157,0.025161913,0.06959686,-0.05436988
84,86,0.032760955,0.0070194905,0.0070194905,0.0026877988
85,87,0.03705118,0.037815582,0.042653486,0.004290223
86,88,0.03707106,0.0135947615,0.0135947615,1.9881874e-05
87,89,0.035300504,0.011179345,0.016241616,-0.001770556
88,90,0.03590958,0.009569295,0.013205962,0.0006090738
89,91,0.04848093,0.017001102,0.021974929,0.012571353
90,92,0.047149662,0.011136933,0.011136933,-0.0013312697
91,93,0.0477445,0.034930658,0.055455063,0.00059483945
92,94,0.09880492,0.0015536003,0.11060647,0.05106042
93,95,0.027503002,0.018694106,0.08331115,-0.07130192
94,96,0.029472671,0.028540112,0.036304027,0.001969669
95,97,0.1466916,0.08151043,0.14977798,0.117218934
96,98,0.14654264,0.00094257056,0.00094257056,-0.00014896691
97,99,0.12005589,0.040790293,0.14785916,-0.026486747
98,100,0.10981256,0.015317799,0.015317799,-0.010243334
99,101,0.008195328,0.0028668044,0.10997086,-0.10161723
100,102,0.004308944,0.0040239836,0.0046945233,-0.0038863835
101,103,0.0055016265,0.0039097453,0.0042385203,0.0011926824
102,104,0.043435924,0.039745804,0.04390471,0.037934296
103,105,0.037481148,0.024581334,0.050944276,-0.005954776
104,106,0.072386675,0.038029738,0.06823801,0.034905527
105,107,0.072386675,0.0,0.0,0.0
106,108,0.043685857,0.0046898187,0.083394,-0.028700817
107,109,0.037904896,0.0037238318,0.052168112,-0.0057809614
108,110,0.07279774,0.0029798127,0.06739866,0.034892842
109,111,0.07279774,0.0,0.0,0.0
110,112,0.04362901,0.0063618734,0.08176936,-0.029168729
111,113,0.038035404,0.0043293764,0.05097009,-0.0055936053
112,114,0.073729426,0.0032821707,0.06718132,0.03569402
113,115,0.073729426,0.0,0.0,0.0
114,116,0.056415122,0.02755329,0.08327872,-0.017314304
115,117,0.078475885,0.044755712,0.06474045,0.022060763
116,118,0.078475885,0.0,0.0,0.0
117,119,0.08242767,0.026711408,0.05290661,0.003951788
118,120,0.08242767,0.0,0.0,0.0
119,121,0.09371776,0.026419125,0.029962284,0.011290088
120,122,0.044074394,0.0043835165,0.099511676,-0.049643368
121,123,0.038669262,0.0034481802,0.052198924,-0.0054051317
122,124,0.07400114,0.0027393233,0.06644844,0.03533188
123,125,0.07400114,0.0,0.0,0.0
124,126,0.056566518,0.0035191027,0.08255217,-0.017434623
125,127,0.07878198,0.0045513646,0.06381475,0.02221546
126,128,0.07878198,0.0,0.0,0.0
127,129,0.082796745,0.0022702247,0.0537908,0.0040147677
128,130,0.082796745,0.0,0.0,0.0
129,131,0.0939364,0.0021696372,0.029998489,0.011139654
130,132,0.056810986,0.0049817027,0.09473582,-0.037125412
131,133,0.07971462,0.0035311845,0.063628726,0.022903632
132,134,0.07971462,0.0,0.0,0.0
133,135,0.08348792,0.002685549,0.052829012,0.0037733018
134,136,0.08348792,0.0,0.0,0.0
135,137,0.09448412,0.0023668276,0.029355112,0.0109962
136,138,0.08729051,0.024500024,0.05575567,-0.00719361
137,139,0.08729051,0.0,0.0,0.0
138,140,0.09813663,0.028100228,0.03494871,0.010846123
139,141,0.10086408,0.020597167,0.05317425,0.002727449
140,142,0.057174187,0.0035696393,0.09259009,-0.043689895
141,143,0.07991312,0.003120582,0.062742,0.02273893
142,144,0.07991312,0.0,0.0,0.0
